5.503117285471100,977.8147815056450,0, Mean
4.975888248463260,980.5167518232440,0,1
5.992687105549820,977.8147815056450,0,-1
6.614064184880490,845.4182359432770,1, Mean
6.0680055394080800,841.3652804668780,1,1
7.141293221888330,846.7692211020770,1,-1
7.61203343350248,729.2335122865060,2, Mean
6.97182674570724,726.5315419689060,2,1
8.214580904368590,731.2599900247050,2,-1
8.553513856730770,603.5918925181360,3, Mean
7.819159126612700,600.889922200537,3,1
9.269038978384280,607.6448479945350,3,-1
9.626801539211030,459.0364805265720,4, Mean
8.591173073659900,456.3345102089720,4,1
10.624770787833000,464.4404211617700,4,-1
10.624770787833000,357.71259361659600,5, Mean
9.21255015299058,356.36160845779700,5,1
11.905184163423500,365.81850456939400,5,-1
11.94284338035260,244.22984027742400,6, Mean
10.078712142360600,241.5278699598250,6,1
13.806974618344600,244.22984027742400,6,-1
13.016131062832900,155.06481979664600,7, Mean
10.775407655549500,156.41580495544600,7,1
15.181536036258000,156.41580495544600,7,-1
13.84463383527380,94.2704876506609,8, Mean
11.359125517951100,94.2704876506609,8,1
16.386630977990200,93.59499507126110,8,-1
14.993239951612300,48.336992251472100,9, Mean
12.07465063960460,49.687977410271800,9,1
17.855340438226300,49.01248483087200,9,-1
15.520468988620100,19.96630391667910,10, Mean
12.319435549643900,22.668274234278400,10,1
18.683843210667200,19.966303916679100,10,-1
