4.041359453941350,979.4469877886820,0, Mean
3.102615892408490,976.6997835595580,0,1
4.980103015474210,980.8205899032450,0,-1
4.443678123169720,901.1516672586280,1, Mean
3.2558801473526300,901.1516672586280,1,1
5.650634130854830,902.5252693731910,1,-1
4.960944983606200,814.6147340412010,2, Mean
3.4857765297688400,814.6147340412010,2,1
6.39779737370751,818.7355403848880,2,-1
5.516527907778700,718.4625860218360,3, Mean
3.773147007789110,715.7153817927120,3,1
7.279066839636320,717.0889839072740,3,-1
6.187059023159320,594.8383957112250,4, Mean
4.1946237088854900,594.8383957112250,4,1
8.141178273697110,595.5251967685060,4,-1
6.7234839154638100,468.46700117148900,5, Mean
4.635258441849900,468.46700117148900,5,1
8.792551357209710,468.46700117148900,5,-1
7.164118648428210,324.23877914244200,6, Mean
5.037577111078260,322.86517702788000,6,1
9.29066018577816,324.23877914244200,6,-1
7.41317306271244,226.7130290085160,7, Mean
5.267473493494480,228.08663112307800,7,1
9.53971460006239,226.02622795123400,7,-1
7.566437317656580,159.4065253949600,8, Mean
5.4398957803066300,156.6593211658360,8,1
9.69297885500653,160.78012750952300,8,-1
7.758017636336760,107.20964504159100,9, Mean
5.631476098986810,107.20964504159100,9,1
9.884559173686710,109.95684927071600,9,-1
8.064546146225040,46.77115200084790,10, Mean
5.899688545139060,45.3975498862855,10,1
10.22940374731100,50.8919583445349,10,-1
8.160336305565130,11.057497022226800,11, Mean
5.93800460887509,15.178303365913800,11,1
10.363509970387100,12.431099136789100,11,-1
