2.586676991198700,975.0225327387480,0
2.2891559695062700,974.3529323978610,0
2.8656029490353500,975.0225327387480,0
2.605272055054480,930.828910240176,1
2.3077510333620500,930.828910240176,1
2.8841980128911200,930.828910240176,1
2.6424621827660300,869.2256788785310,2
2.3449411610736100,869.2256788785310,2
2.9399832044584500,867.886478196756,2
2.661057246621810,842.4416652430330,3
2.3635362249293800,842.4416652430330,3
2.977173332170010,842.4416652430330,3
2.7354375020449100,760.7504236547640,4
2.419321416496710,760.7504236547640,4
3.0701486514488900,760.7504236547640,4
2.8656029490353500,653.6143691127720,5
2.437916480352490,653.6143691127720,5
3.2746943538624300,653.6143691127720,5
2.9399832044584500,587.9935357058020,6
2.456511544208270,586.6543350240270,6
3.4420499285644200,587.9935357058020,6
3.0515535875931100,518.3551002535080,7
2.437916480352490,517.0158995717330,7
3.6651906948337300,519.0247005943950,7
3.2375042261508700,419.25424980216500,8
2.400726352640930,419.25424980216500,8
4.0556870358050400,419.25424980216500,8
3.4420499285644200,333.54540616857200,9
2.3077510333620500,332.20620548679700,9
4.539158696055230,337.5630082138970,9
3.7023808225452900,251.85416458030300,10
2.1589905225158400,251.85416458030300,10
5.227176058718960,251.85416458030300,10
4.0184969080934900,176.8589264009090,11
2.04742013938118,176.8589264009090,11
6.008168740661570,178.1981270826840,11
4.613538951478330,113.91649435748900,12
2.3449411610736100,112.57729367571400,12
6.919326869594620,113.91649435748900,12
5.338746441853620,65.70526981359230,13
2.8284128213237900,64.36606913181740,13
7.923460317806540,63.02686845004250,13
5.7478378466807000,12.137242542596400,14
2.958578268314230,9.458841179046620,14
8.555692488902950,10.79804186082150,14
