3.8605623703411700,985.8735650691810,0, Mean
3.0344132989583500,984.4950889333130,0,-1
4.6867114417240000,985.8735650691810,0,1
4.148753906870070,914.1928060040320,1, Mean
3.22654098997761,914.1928060040320,1,-1
5.090179592864450,911.4358537322950,1,1
4.763562518131700,788.7514776400190,2, Mean
3.630009141118060,785.9945253682830,2,-1
5.877903126043420,790.1299537758880,2,1
5.58971158951453,668.8240538194800,3, Mean
4.110328368666210,668.8240538194800,3,-1
7.049882041260920,670.2025299553490,3,1
6.55035004461084,568.1952959010970,4, Mean
4.59064759621437,573.7092004445700,4,-1
8.471626954803460,568.1952959010970,4,1
7.914456650847600,456.5387288957670,5, Mean
5.416796667597190,455.160252759899,5,-1
10.373691095894100,457.9172050316350,5,1
9.37462710259399,360.0453993849890,6, Mean
6.396647891795430,358.6669232491200,6,-1
12.352606313392500,357.288447113252,6,1
10.950074168951900,266.3090221459460,7, Mean
7.568626807012930,260.79511760247300,7,-1
14.446798145502500,263.55206987421000,7,1
12.352606313392500,179.46502558624600,8, Mean
8.413988647497680,173.95112104277300,8,-1
16.291223979287400,182.22197785798200,8,1
13.831989534240900,92.62102902654490,9, Mean
9.259350487982430,93.9995051624131,9,-1
18.42384134960120,92.62102902654490,9,1
15.100032294968000,48.50979267876030,10, Mean
10.181563404874900,47.13131654289210,10,-1
20.15299056877460,47.82055461082620,10,1
15.926181366350800,11.98017507825130,11, Mean
10.585031556015300,18.183317689658500,11,-1
21.19048010027860,16.11560348585600,11,1
